ID_g,Cu_g,Zn_g,Cd_s,Cu_s,Zn_s,Ni_s,SOM,pH,Cd_sa,Cu_sa,Zn_sa,Ni_sa,Temp,Aspect,TWI,Slope,Altitude,JZ,TR,DL,CI,PSRI,CSVI,NDVI,Lon,Lat
206,5.6957,35.1926,0.0828,20.0769,92.7739,33.0365,103.35,6.19,0.09721923,1.7102,7.46155,2.4651,23.292,4.98975,7.76515,0.042401,4002,1,0,0,1.40744,0.121833,0.306043,0.329197,101.0347,33.36221
207,6.3984,41.0921,0.1428,22.0747,70.8333,32.0308,102.346,8.147,0.06221532,0.7815,1.12743,0.57381,28.056,0,5.06948,0.414507,3893,0,0,1,0.318927,0.212569,0.348725,0.265008,99.53783,36.08528
208,7.7048,25.0209,0.153,29.067,88.7847,44.0996,102.346,7.438,0.04695241,1.2071,1.20323,1.30964,24.894,2.74628,6.7407,0.254368,3400,0,1,0,0.77525,0.0409836,0.21541,0.443043,101.9017,35.2707
209,7.1605,38.0406,0.144,24.0725,81.8036,34.0422,102.346,6.739,0.06522842,1.6094,1.71659,2.84899,24.7,3.39054,5.71704,0.484472,3574,0,1,0,0.166309,0.250371,0.489517,0.140779,101.8588,35.28539
210,5.9036,39.1595,0.1644,21.0758,87.7874,28.0078,102.346,6.889,0.08273557,1.5454,5.36118,1.40176,25.222,2.7739,4.96697,0.3958,3718,0,1,0,0.590729,0.078348,0.288339,0.385178,101.8797,35.41287
211,5.0029,28.9878,0.093,17.0802,89.782,19.9619,102.346,6.529,0.08973843,2.2734,5.52216,1.94967,22.66,5.65332,6.31248,0.265602,4175,1,0,0,1.44496,0.141561,0.27477,0.355675,100.5309,33.47462
212,7.6949,38.2441,0.1428,22.0747,70.8333,33.0365,101.343,8.217,0.03606369,0.6304,0.2939,0.41163,24.906,1.81543,9.12613,0.0141412,3811,0,0,1,0.352895,0.151942,0.356257,0.276684,99.55659,36.09614
213,4.4388,18.511,0.1428,23.0736,71.8306,33.0365,101.343,8.067,0.03715464,0.8346,0.2942,0.70159,30.26,1.03018,5.14458,0.0582436,3730,0,0,1,0.364289,0.145474,0.351635,0.286963,99.68831,36.21631
214,5.4186,26.5466,0.1428,23.0736,69.836,34.0422,101.343,8.017,0.03841183,0.9002,0.72397,0.48132,27.908,1.09723,5.15714,0.431676,3612,0,0,1,0.388999,0.164198,0.342791,0.297762,99.62161,36.134
215,5.4681,35.8029,0.1734,27.0692,74.8225,33.0365,101.343,7.538,0.03616759,1.7236,0.86407,1.26099,24.626,5.29939,5.3376,0.143234,3172,0,1,0,1.15579,0.0457569,0.146872,0.542136,101.8806,35.34619
216,4.8545,40.6853,0.1224,17.0802,65.8468,23.9849,101.343,7.139,0.07198192,2.6585,1.04173,1.59876,26.424,0.78525,7.43022,0.181817,4202,0,0,1,0.410671,0.126095,0.300991,0.340488,99.5977,35.50463
217,7.3584,62.9613,0.1428,18.0791,63.8522,24.9906,101.343,6.789,0.0908086,1.1572,1.40861,1.37821,27.32,0.493848,7.43438,0.146589,4295,0,0,1,0.26754,0.211842,0.376963,0.252004,99.57401,35.98548
218,5.8739,37.5321,0.195,23.0736,93.7712,35.048,101.343,6.29,0.13902859,3.0958,1.82898,2.92751,24.152,-0.01745,0,0,3767,0,1,0,0.894513,0.0404802,0.196254,0.502661,101.7072,35.26827
219,7.012,32.1411,0.1236,21.0758,71.8306,30.0193,101.343,6.799,0.06880258,1.6945,2.21495,1.79861,23.852,6.14013,7.11123,0.209033,3425,0,1,0,0.889949,0.0517278,0.177095,0.53503,101.829,35.65189
220,2.9938,24.9509,0.1134,23.0736,78.8117,31.025,101.343,5.88,0.08036665,2.681,2.48803,3.81022,24.17,1.19968,3.25382,0.368609,4361,1,0,0,1.28601,0.23449,0.364473,0.246886,100.857,33.67225
221,4.3992,22.3762,0.1134,18.0791,85.7928,31.025,101.343,5.89,0.09643998,2.8454,3.32762,3.50675,23.138,4.93493,6.78726,0.423868,4213,1,0,0,1.32435,0.21745,0.326762,0.289949,100.8776,33.65368
222,3.4986,19.223,0.1032,21.0758,85.7928,27.0021,100.34,6.21,0.08465772,1.2429,2.47779,1.53982,21.432,4.60086,4.92754,0.347515,4189,1,0,0,1.50143,0.161998,0.271226,0.364996,100.486,33.4973
223,8.3184,46.3497,0.1338,21.0758,65.8468,19.9619,100.34,6.529,0.09469446,2.1213,2.97852,1.76316,22.054,2.96636,4.05921,0.170942,4286,0,0,1,0.47988,0.105714,0.265944,0.368169,99.66373,35.9459
224,2.499,17.9007,0.1542,22.0747,90.7793,34.0422,100.34,5.95,0.11910057,2.8231,3.8174,3.65677,25.86,2.60068,11.2107,0.173176,4191,1,0,0,1.54493,0.0873823,0.284093,0.365854,100.8343,33.63402
225,3.7955,32.9548,0.1938,19.078,79.809,28.0078,100.239,6.909,0.08662143,1.8349,1.3794,1.71612,25.064,0.394717,7.43385,0.254368,4360,0,0,1,0.228402,0.202612,0.406287,0.22597,99.45632,35.75255
226,7.012,44.2454,0.1236,20.0769,85.7928,24.9906,100.038,5.99,0.11934993,2.1321,6.47926,2.5719,22.952,5.40611,5.54547,0.302803,3983,1,0,0,1.31679,0.153676,0.353533,0.287161,100.7044,33.72515
227,2.7563,18.9178,0.093,17.0802,85.7928,24.9906,99.5372,5.96,0.10707934,4.7487,5.52897,4.79878,21.51,4.77024,6.96319,0.168676,4063,1,0,0,1.59536,0.094541,0.233224,0.429959,100.7447,33.35054
228,4.6961,18.511,0.1326,22.0747,74.8225,34.0422,99.3366,8.027,0.03184535,0.7735,0.44637,0.66818,28.242,5.41362,5.17143,0.168676,3590,0,0,1,0.589579,0.113517,0.272387,0.378214,99.77728,36.09739
229,3.8549,36.6166,0.1734,21.0758,88.7847,35.048,98.9352,6.4,0.10686115,2.09,1.44383,2.92085,20.38,1.9376,5.66012,0.138394,4113,0,1,0,0.516044,0.122099,0.277442,0.376189,101.6574,35.22505
230,4.4586,27.6655,0.1134,24.0725,77.8144,36.0537,98.9352,6.579,0.07186763,2.7044,1.66039,2.43025,25.646,3.05036,4.50574,0.110008,3509,0,1,0,0.49823,0.115136,0.334681,0.326717,101.8784,35.25022
231,5.5077,35.8029,0.1224,17.0802,75.8198,31.025,98.8349,6.749,0.08401354,3.9133,1.02917,1.58168,24.08,0.110636,8.61642,0.0903075,3670,0,1,0,0.856241,0.0516584,0.232761,0.434882,101.7267,35.25896
232,4.3992,26.7501,0.1032,22.0747,85.7928,35.048,98.5338,5.721,0.07787305,2.5506,3.01768,2.72271,24.712,3.56755,7.8282,0.347759,4164,1,0,0,1.39519,0.148174,0.323964,0.312275,101.0664,33.39837
233,5.765,48.3141,0.1632,21.0758,86.7901,25.9964,98.4335,5.511,0.06006459,1.4807,1.13768,2.89155,24.256,1.2791,6.50799,0.395597,3996,1,0,0,1.42843,0.124856,0.302231,0.339906,100.9442,33.68735
234,6.1114,33.7685,0.144,22.0747,76.8171,34.0422,97.1291,6.649,0.07537945,1.1603,1.55216,1.48115,22.194,4.3247,3.53514,0.283684,3152,0,1,0,1.27384,0.0382935,0.137291,0.554093,101.9987,35.57692
235,2.0437,20.3419,0.1338,21.0758,87.7874,33.0365,97.1291,6.01,0.1175109,2.2632,2.9295,2.59956,24.832,3.92625,5.46257,0.042401,3910,1,0,0,1.72233,0.104777,0.248548,0.406486,101.0319,33.40968
236,2.8256,36.6166,0.1224,23.0736,69.836,38.0652,96.9284,8.227,0.06322315,1.2121,1.15698,0.66313,26.782,1.34374,15.2759,0.132633,4316,0,0,1,0.334394,0.181166,0.34283,0.288171,99.33634,35.95161
237,6.1609,44.5505,0.297,14.0835,99.755,22.9791,96.6274,7.488,0.17110252,1.0353,4.15864,0.77394,25.458,0.540318,13.0533,0.229142,3248,0,1,0,0.667603,0.0857057,0.276907,0.376703,101.8662,35.57867
238,6.0025,35.7011,0.144,21.0758,68.8387,32.0308,96.527,7.169,0.06456346,1.0045,1.62834,1.3212,23.266,4.33107,5.78372,0.212165,3641,0,1,0,1.05869,0.0477699,0.153028,0.548469,101.8052,35.60146
239,2.7464,23.8003,0.1236,24.0725,92.7739,32.0308,96.527,6.07,0.07531711,2.2898,1.99454,2.68608,24.244,4.15092,3.67352,0.46982,4101,1,0,0,1.53262,0.106475,0.253806,0.396652,100.901,33.69068
240,5.0326,36.7183,0.1338,14.0835,89.782,29.0136,96.1257,6.27,0.11812391,2.9954,2.98564,3.02968,22.766,4.64494,8.44598,0.292068,4278,1,0,0,1.34416,0.187885,0.337569,0.288434,100.4661,33.60162
241,4.9337,30.9204,0.1542,21.0758,97.7604,30.0193,96.0253,6.05,0.12859703,3.1947,4.0341,3.52923,23.784,2.32006,5.62624,0.377254,4409,1,0,0,1.28484,0.126469,0.398484,0.253442,100.4254,33.61765
242,5.9728,39.7698,0.1632,20.0769,79.809,25.9964,95.8247,6.819,0.08759809,3.0005,1.41881,2.678,21.686,5.81844,4.71674,0.0892053,4632,0,0,1,0.261314,0.189805,0.379322,0.233953,99.3991,35.75808
243,3.5877,24.9191,0.1236,24.0725,97.7604,33.0365,95.5236,6.02,0.11897589,3.2452,3.84444,4.15214,22.942,5.35077,5.91449,0.452388,4266,1,0,0,1.37687,0.1718,0.29033,0.336817,100.7606,33.36473
244,6.5568,36.82,0.246,32.0637,134.6605,36.0537,94.7209,7.268,0.18273932,2.5966,8.33967,1.20636,20.912,3.46269,3.27156,0.362687,3208,0,1,0,0.853866,0.0475468,0.180864,0.521858,102.0498,35.37724
245,6.2302,24.7157,0.1428,23.0736,73.8252,33.0365,94.5202,8.077,0.0438458,0.7995,0.48023,0.45987,30.488,4.17721,3.96439,0.517605,3611,0,0,1,0.506535,0.13815,0.272381,0.363841,99.68521,36.20449
246,4.4883,26.2415,0.1134,32.0637,103.7442,37.0594,94.5202,6.22,0.06001264,2.2085,2.2423,1.71965,24.354,5.49675,10.6472,0.168104,3980,1,0,0,1.39404,0.137731,0.320933,0.327229,100.6422,33.63443
247,5.4087,31.9376,0.1338,23.0736,79.809,27.0021,94.3196,6.759,0.06859478,1.1127,2.06706,1.42787,24.556,3.41512,4.90803,0.586731,3679,0,1,0,0.813521,0.0531838,0.22557,0.447236,101.7738,35.45066
248,5.2492,31.9376,0.1326,20.0769,79.809,35.048,94.0185,6.789,0.05576313,1.8456,0.77405,1.53389,20.908,0.272957,5.03743,0.254007,3872,0,1,0,0.541216,0.111012,0.294023,0.338081,101.8452,35.50768
249,7.3782,39.4647,0.1836,23.0736,73.8252,37.0594,93.9182,8.177,0.02029167,0.727,0.44912,0.49302,29.934,3.141,7.17969,0.158655,3879,0,0,1,0.298603,0.166722,0.429527,0.229075,99.55424,36.10613
250,4.0235,22.5797,0.1032,21.0758,82.8009,28.0078,93.5168,6.02,0.09034105,3.1074,1.81778,4.80472,21.338,3.33836,6.75461,0.387317,4182,1,0,0,1.35297,0.152254,0.334571,0.30463,100.8548,33.75466
251,5.3889,42.8213,0.102,17.0802,75.8198,29.0136,93.4165,6.29,0.07746784,2.1374,1.12024,2.41555,24.66,0.129678,6.75956,0.227918,3581,0,1,0,0.0432327,0.0841457,0.698753,0.0553144,101.9355,35.53867
252,4.9831,33.972,0.1326,18.0791,74.8225,24.9906,92.7141,7.059,0.07295858,1.855,1.20234,0.90948,27.544,2.01914,7.22124,0.291151,4190,0,0,1,0.392043,0.138617,0.303131,0.33952,99.58133,36.13861
253,4.4784,35.0908,0.1848,23.0736,89.782,33.0365,92.6138,6.39,0.11679399,2.4631,2.0797,2.42775,27.88,1.76786,8.39222,0.201201,4034,0,0,1,0.0948616,0.197973,0.574945,0.127698,99.6726,36.08284
254,7.3683,45.1608,0.1542,27.0692,82.8009,38.0652,92.4131,6.929,0.10125055,2.0341,3.27278,2.65496,28.182,0,7.54961,0.0996687,3665,0,0,1,0.157576,0.23586,0.450445,0.167878,99.77413,35.95377
255,5.8541,28.6827,0.1746,24.0725,78.8117,27.0021,92.3128,6.619,0.11679399,4.0203,1.90724,2.08252,24.018,5.14804,4.10119,0.164042,4114,0,0,1,0.295791,0.168492,0.357884,0.26779,99.63417,36.08271
256,6.6557,60.8252,0.1734,20.0769,60.8603,22.9791,92.1121,6.849,0.07577427,1.6675,0.65259,1.46635,25.026,2.94364,6.55964,0.249633,4407,0,0,1,0.376593,0.172749,0.323699,0.301205,99.50908,35.67745
257,4.8347,30.717,0.0918,18.0791,80.8063,24.9906,92.0117,6.02,0.08011729,1.9355,1.48006,1.64713,22.732,5.49675,5.77272,0.436647,4196,1,0,0,1.342,0.186773,0.338387,0.289786,100.3158,33.46132
258,4.8545,33.5651,0.093,22.0747,81.8036,36.0537,91.7107,5.631,0.08689157,3.0506,3.04064,3.15557,24.136,3.32794,3.27925,0.360141,4052,1,0,0,1.43344,0.154314,0.306697,0.332787,100.7848,33.38267
259,6.2599,42.0076,0.1848,27.0692,87.7874,34.0422,91.51,7.927,0.10617541,2.86,2.53622,1.34751,24.15,2.79551,5.57386,0.259706,3214,0,1,0,1.22976,0.0324628,0.134574,0.573554,101.8374,35.39915
260,6.151,32.7514,0.1428,20.0769,80.8063,30.0193,91.4097,6.899,0.06509335,2.3631,0.75456,1.64545,26.294,1.73562,4.12147,0.452887,4073,0,0,1,0.406042,0.11811,0.337324,0.302564,99.69255,36.01011
261,4.7753,30.1067,0.1224,21.0758,69.836,33.0365,91.209,7.778,0.0435341,0.8956,0.27391,0.8241,27.666,4.38981,4.37017,0.125823,3494,0,0,1,0.624904,0.0829672,0.255382,0.40458,99.8202,35.96544
262,5.0029,23.2599,0.1134,19.078,89.782,28.0078,91.209,6.989,0.09721923,1.8433,4.14417,1.46785,21.992,0.917776,6.58516,0.404425,4204,1,0,0,1.33538,0.148545,0.348732,0.294469,100.3577,33.42478
263,5.0722,35.396,0.102,28.0681,85.7928,38.0652,90.1053,7.139,0.02454118,1.0946,0.52004,1.85812,23.748,3.92625,5.28025,0.249264,3761,0,1,0,0.772137,0.063685,0.253697,0.406164,101.8335,35.2342
264,5.2108,36.5149,0.1122,20.0769,74.8225,30.0193,90.1053,6.869,0.04861481,1.1393,1.10464,0.98596,21.844,5.03319,5.16868,0.277274,3662,0,1,0,0.754298,0.0884956,0.212472,0.451505,101.792,35.52748
265,5.9036,32.2428,0.153,22.0747,71.8306,34.0422,89.9046,8.007,0.06828308,0.9974,1.21165,0.76167,28.722,1.05145,3.43427,0.31196,3614,0,0,1,0.537855,0.133069,0.248452,0.384918,99.65295,36.18444
266,5.0821,37.6338,0.1746,24.0725,86.7901,33.0365,89.9046,7.408,0.10716246,1.8079,1.97609,1.59602,17.492,2.0775,3.88289,0.390659,4050,0,1,0,0.109382,0.193735,0.7091,0.0768595,101.6651,35.27248
267,6.6062,31.7342,0.0918,12.0857,59.863,19.9619,89.7039,6.809,0.04964342,0.7594,1.48373,0.9972,24.794,3.60456,12.6513,0.0892053,3694,0,1,0,1.03891,0.0498795,0.149029,0.551865,101.7795,35.54286
268,6.1411,49.2295,0.1428,19.078,65.8468,18.9562,89.6036,6.619,0.0780289,2.4795,0.91913,1.53587,26.926,0.540318,6.17419,0.283684,4374,0,0,1,0.284893,0.203268,0.388513,0.23989,99.53196,35.66713
269,6.7646,29.4964,0.1542,34.0615,129.674,37.0594,89.6036,6.44,0.09341649,2.9233,11.1833,2.06108,23.686,1.92342,3.89968,0.199783,3823,1,0,0,1.69717,0.0564065,0.234083,0.427902,101.0027,33.50623
270,6.151,34.2771,0.2052,28.0681,96.7631,38.0652,89.5032,6.769,0.12767232,1.5196,3.83244,1.70736,23.53,4.30668,7.18012,0.363836,3069,0,1,0,0.991896,0.0438356,0.159418,0.539948,102.0797,35.45213
271,4.904,26.038,0.1428,24.0725,72.8279,35.048,89.3026,7.977,0.04652642,0.7399,0.76788,0.48801,29.554,4.22469,3.951,0.190033,3498,0,0,1,0.613165,0.10468,0.26929,0.375125,99.77001,36.0742
272,5.4582,41.6007,0.255,16.0813,82.8009,21.9734,89.3026,7.089,0.12676839,2.3797,0.85794,1.2742,20.906,1.8367,7.73208,0.113527,4608,0,0,1,0.212444,0.191298,0.452058,0.201846,99.42486,35.74828
273,4.7159,24.0037,0.1032,24.0725,101.7496,29.0136,89.3026,5.791,0.0971465,2.597,5.03279,2.67178,24.152,1.05437,4.94897,0.402244,4282,1,0,0,1.24733,0.160881,0.441152,0.228478,100.7075,33.68805
274,2.687,20.4436,0.1236,19.078,72.8279,28.0078,89.2022,6.47,0.12754764,3.3214,3.81837,4.08011,22.69,2.64993,5.41864,0.453717,4259,1,0,0,1.45937,0.115468,0.267479,0.374748,100.4492,33.54961
275,4.5972,23.4951,0.1032,30.0659,110.7253,30.0193,88.6002,6.569,0.09429964,2.5783,4.08529,3.22576,23.15,4.7115,5.92693,0.158655,4286,1,0,0,1.22203,0.156745,0.536128,0.153527,100.6328,33.49148
276,4.7456,24.7157,0.1338,29.067,117.7064,35.048,88.6002,6.27,0.10631048,2.9027,10.4651,2.41023,23.13,4.51414,5.40989,0.0446916,3895,1,0,0,1.55131,0.0845874,0.265718,0.394802,101.0267,33.50241
277,4.8743,30.9204,0.1134,21.0758,73.8252,27.0021,88.4998,6.919,0.09302167,1.4412,2.95567,1.58825,21.722,4.56963,4.66406,0.275643,4071,1,0,0,1.4608,0.117359,0.292845,0.350536,100.3332,33.585
278,5.7749,27.4621,0.1632,28.0681,94.7685,35.048,88.1988,6.1,0.09874656,5.0687,1.07535,2.68389,25.628,0.46356,6.56118,0.0141412,4129,0,0,1,0.482397,0.111658,0.324834,0.318333,99.66347,36.02914
279,5.0326,56.5531,0.1326,15.0824,72.8279,28.0078,88.0985,6.959,0.04491597,1.1071,0.55176,1.07678,25.29,1.5705,8.50039,0.235545,4493,0,0,1,0.412686,0.180298,0.315805,0.302796,99.38282,35.82066
280,5.1712,34.8874,0.1032,19.078,78.8117,28.0078,87.8978,7.288,0.07393524,4.828,5.48801,3.03469,24.04,3.141,4.82831,0.380506,4072,1,0,0,1.62454,0.0980834,0.218974,0.447699,100.4848,33.42434
281,5.8838,32.6496,0.1224,25.0714,76.8171,34.0422,87.1954,7.099,0.05982562,1.3517,0.63285,1.5687,23.43,0.632629,4.67768,0.183909,3672,0,1,0,0.68339,0.0834488,0.252914,0.412928,101.7328,35.58537
282,6.25,31.2256,0.1938,21.0758,74.8225,19.9619,87.0951,8.267,0.04811609,0.738,0.89916,0.71785,28.542,0.14187,4.54628,0.209033,3931,0,0,1,0.320172,0.157771,0.367735,0.272609,99.57365,35.62739
283,7.5168,44.3471,0.1326,37.0582,81.8036,40.0767,86.8944,6.979,0.06164387,1.6709,0.89366,1.12593,24.338,1.46744,11.4201,0.283684,3075,0,1,0,0.999369,0.029819,0.219664,0.442006,101.9779,35.29351
284,9.13,47.602,0.1746,24.0725,106.7361,33.0365,86.493,6.21,0.10245579,2.2711,4.99646,3.73864,23.016,0.240489,4.00686,0.499544,4422,1,0,0,1.21306,0.177621,0.483191,0.184831,100.7415,33.52978
285,5.4681,46.178,0.1236,18.0791,104.7415,35.048,86.493,5.831,0.17306623,2.6128,5.32227,2.99498,23.826,4.45422,12.1901,0.193998,4159,1,0,0,1.40196,0.0934699,0.36749,0.280461,101.0642,33.34713
286,4.1023,22.8848,0.1134,25.0714,87.7874,31.025,86.2924,6.51,0.09459056,2.5863,2.94764,3.72055,21.632,0.878709,5.86366,0.426617,4223,1,0,0,1.38283,0.120501,0.313369,0.33121,100.9563,33.45451
287,4.1716,28.0724,0.0828,22.0747,85.7928,25.9964,85.9913,5.96,0.08290181,2.8324,3.55433,3.93519,23.7,0.660918,5.16714,0.42789,4350,1,0,0,1.23455,0.230499,0.384037,0.232626,100.6173,33.53187
288,3.7658,31.1239,0.2358,27.0692,114.7145,33.0365,85.7907,5.831,0.15205765,3.29,6.41337,2.64293,23.48,2.43556,6.17233,0.340841,4106,1,0,0,1.4867,0.115537,0.24652,0.392458,100.9434,33.5426
289,7.8731,35.396,0.1734,28.0681,93.7712,39.0709,85.3893,7.828,0.04884339,0.9974,1.12608,1.04683,24.482,2.08955,5.22603,0.572839,3761,0,1,0,0.351955,0.119235,0.413628,0.258036,101.8132,35.31456
290,6.7448,37.9389,0.1746,23.0736,85.7928,36.0537,85.3893,6.11,0.09734391,2.3328,2.0979,2.67733,23.58,2.55311,3.54584,0.280822,3953,1,0,0,1.25646,0.174058,0.582609,0.128997,100.9281,33.45099
291,7.0021,40.6853,0.1428,23.0736,74.8225,36.0537,85.0883,7.798,0.04909275,0.7161,0.56082,0.95145,24.754,1.84346,4.74975,0.254007,3684,0,1,0,0.721667,0.0816213,0.237097,0.428974,101.7654,35.59786
292,5.2899,26.4449,0.2142,20.0769,75.8198,35.048,84.9879,6.619,0.08521878,1.4523,1.18621,1.86495,25.512,6.00714,5.97851,0.384995,3140,0,1,0,0.943312,0.0506608,0.179741,0.499819,101.9685,35.41703
293,5.2702,39.0578,0.1224,25.0714,84.7955,39.0709,84.6869,7.089,0.06778436,2.6921,0.68883,1.4559,26.066,0.0808888,5.93262,0.355448,4524,0,0,1,0.283861,0.203017,0.358045,0.25648,99.3777,35.90376
294,6.2401,57.672,0.153,16.0813,63.8522,27.0021,84.5866,7.178,0.05543065,1.1957,0.39727,0.89456,22.324,3.78438,5.29832,0.0996687,4557,0,0,1,0.287053,0.193793,0.377256,0.247791,99.48421,35.5174
295,4.5675,27.9707,0.1542,22.0747,98.7577,36.0537,84.5866,6.21,0.10253891,2.597,5.30093,3.98504,22.556,3.69949,4.66344,0.360837,4533,1,0,0,1.24201,0.196544,0.423263,0.219992,100.7658,33.51069
296,4.8149,26.4449,0.153,24.0725,81.8036,34.0422,84.4862,6.859,0.07256376,2.1995,1.2746,2.18274,25.26,1.76786,7.84366,0.0509461,3462,0,1,0,1.36416,0.0345808,0.131914,0.572357,101.726,35.29594
297,4.904,29.293,0.1032,21.0758,77.8144,27.0021,84.3859,7.438,0.04144571,0.7335,1.99042,1.05904,25.206,1.12821,3.8621,0.20722,4089,1,0,0,1.35448,0.105857,0.353162,0.300343,100.2084,33.65991
298,4.4586,53.8068,0.1428,18.0791,68.8387,24.9906,84.2856,7.608,0.06396084,1.3183,0.48894,1.38657,22.018,2.35575,11.9491,0.112658,4412,0,0,1,0.20453,0.212716,0.448519,0.215405,99.19769,35.87817
299,5.3295,33.2599,0.1224,22.0747,64.8495,33.0365,83.7839,7.837,0.03485845,0.7493,0.92859,0.47644,25.158,5.89691,3.22075,0.379859,2913,0,1,0,1.23031,0.0423253,0.167629,0.514459,101.996,35.47203
300,4.5279,28.9878,0.1326,21.0758,76.8171,32.0308,83.6835,6.839,0.07307287,1.2232,1.14632,1.3842,24.424,0.8849,4.94677,0.141181,3558,0,1,0,0.798095,0.0704779,0.212029,0.456836,101.7696,35.2211
301,6.6656,61.9441,0.102,26.0703,87.7874,35.048,83.6835,6.44,0.07409109,4.1894,1.39535,2.35392,23.882,2.26511,4.85232,0.154953,3965,0,1,0,0.596842,0.0787022,0.287622,0.383387,101.6736,35.26437
302,5.092,32.3445,0.1236,15.0824,85.7928,33.0365,83.4828,6.13,0.08868904,3.1727,2.95567,2.01934,24.054,4.03689,4.58097,0.473399,4100,1,0,0,1.54901,0.110188,0.240262,0.407481,100.9595,33.50674
303,4.2409,36.6166,0.1848,23.0736,70.8333,29.0136,83.2822,5.89,0.11608747,2.8021,1.87548,1.60497,24.244,0.970563,5.85076,0.226275,3924,0,1,0,0.421737,0.119783,0.293389,0.359307,101.9159,35.48591
304,3.5085,18.7144,0.0624,19.078,69.836,21.9734,83.2822,6.34,0.06095813,2.3987,3.55579,3.32009,23.08,3.09559,6.73345,0.414887,4095,1,0,0,1.52183,0.103561,0.2582,0.395643,100.5907,33.38528
305,5.092,24.614,0.153,21.0758,76.8171,38.0652,82.5798,8.037,0.03503508,0.7531,0.40579,0.6125,30.476,4.98975,4.92261,0.411828,3471,0,0,1,0.635978,0.115828,0.236791,0.405621,99.70729,36.15084
306,4.4784,35.5994,0.1122,21.0758,74.8225,31.025,82.2788,6.879,0.04233925,1.8569,0.73831,1.67648,23.892,4.91896,3.94163,0.370405,3698,0,1,0,1.07193,0.054833,0.174659,0.511596,101.8013,35.57871
307,6.1213,36.108,0.1632,22.0747,81.8036,29.0136,82.0781,6.809,0.06331666,1.0217,1.1999,0.79695,26.016,1.5705,5.21131,0.540419,3801,0,1,0,0.652154,0.0853511,0.221084,0.435676,101.8905,35.54359
308,5.8937,34.2771,0.1134,16.0813,79.809,30.0193,81.5764,6.559,0.03857807,1.4997,1.59725,1.43866,23.484,2.91424,4.31686,0.132633,3845,1,0,0,1.37147,0.0951817,0.364689,0.276756,101.0062,33.53912
309,6.6854,33.3617,0.1224,21.0758,60.8603,34.0422,81.476,7.877,0.06095813,1.0558,0.31675,0.99827,29.104,2.70446,3.00258,0.460915,4421,0,0,1,0.43161,0.144873,0.309771,0.329467,99.44459,35.84444
310,5.2306,33.4634,0.093,24.0725,79.809,32.0308,81.3757,5.701,0.12899185,6.6049,5.25851,7.02395,22.944,0.639265,7.65885,0.452388,4282,1,0,0,1.3474,0.203947,0.316455,0.292507,100.463,33.42215
311,6.5271,34.2771,0.1734,27.0692,97.7604,39.0709,81.0747,7.927,0.03860924,1.275,0.53296,0.70882,21.224,3.74196,3.15971,0.703776,3604,0,1,0,0.725416,0.0654206,0.27902,0.371992,101.7292,35.36185
312,5.9922,41.3973,0.1746,21.0758,95.7658,30.0193,80.0713,6.41,0.11655502,1.7572,2.41969,1.94492,25.304,2.15839,3.54584,0.280822,3715,0,1,0,0.718633,0.059628,0.197858,0.491439,101.9244,35.4086
313,5.4186,31.5308,0.1134,20.0769,85.7928,36.0537,79.8706,5.99,0.1182382,3.2252,2.94764,3.40486,23.016,1.5705,13.1898,0.0705932,4014,1,0,0,1.29774,0.195351,0.353975,0.270672,100.3374,33.55158
314,6.4281,30.1067,0.1224,21.0758,73.8252,33.0365,79.7703,7.388,0.04136259,0.8134,0.67901,1.15701,23.144,2.17044,6.0739,0.226275,3507,0,1,0,1.13264,0.0332794,0.132908,0.586049,101.8617,35.39824
315,6.8834,37.0235,0.1428,23.0736,80.8063,35.048,79.6699,7.378,0.06151919,0.9354,0.53713,0.94563,28.42,1.75032,7.69227,0.420534,4177,0,0,1,0.398014,0.144666,0.335691,0.293465,99.46012,35.81614
316,4.5675,27.4621,0.093,25.0714,106.7361,36.0537,79.6699,5.701,0.08806564,2.3137,4.29043,2.21234,24.032,1.50809,5.23183,0.310269,4108,1,0,0,1.42441,0.114748,0.281031,0.361088,101.061,33.37479
317,6.3192,29.5981,0.1338,24.0725,86.7901,33.0365,79.4692,6.909,0.08581101,1.8097,2.73658,1.63142,25.014,3.04135,6.87746,0.382225,3959,0,1,0,0.293796,0.524487,0.219009,0.266164,101.6572,35.18618
318,5.1316,34.5823,0.1338,23.0736,97.7604,34.0422,78.6665,6.669,0.05721773,1.5236,3.0474,1.38922,23.41,2.72657,10.1824,0.266627,3198,0,1,0,1.31021,0.0184354,0.128512,0.590621,101.948,35.23725
319,5.864,32.1411,0.1632,20.0769,69.836,34.0422,78.5662,8.147,0.0441575,0.4852,0.22641,0.33893,30.168,2.73618,3.49124,0.2957,4170,0,0,1,0.419772,0.12993,0.3284,0.310459,99.39425,35.92163
320,6.0817,31.6325,0.153,29.067,93.7712,41.0824,78.2652,7.398,0.0695091,1.5069,1.04221,1.37963,25.15,4.42258,6.55033,0.368384,3729,0,1,0,0.356005,0.121505,0.348369,0.3131,101.7863,35.31015
321,5.5869,22.8848,0.2244,24.0725,88.7847,37.0594,78.1648,7.648,0.09108913,1.7257,1.39248,1.12396,25.532,4.09137,8.6973,0.170379,3619,0,1,0,0.975512,0.053251,0.174619,0.493907,101.6779,35.35969
