ID_g,Cu_g,Zn_g,Cd_s,Cu_s,Zn_s,Ni_s,SOM,pH,Cd_sa,Cu_sa,Zn_sa,Ni_sa,Temp,Aspect,TWI,Slope,Altitude,JZ,TR,DL,CI,PSRI,CSVI,NDVI,Lon,Lat
438,6.3724,34.4805,0.1632,17.0802,75.8198,29.0136,62.5118,6.14,0.06972729,2.1285,1.02493,1.53016,21.794,4.09841,6.244,0.318884,3989,0,1,0,0.476556,0.107974,0.303272,0.359375,101.841,35.49297
439,6.5964,37.0235,0.1122,24.0725,72.8279,38.0652,62.4114,7.867,0.0300271,0.9254,0.65596,1.02385,28.162,2.52087,4.75572,0.085812,3553,0,0,1,0.566929,0.0891494,0.286705,0.363787,99.79517,35.98531
440,3.3402,17.799,0.1236,31.0648,105.7388,33.0365,62.4114,6.46,0.08358755,2.6091,4.62795,3.38312,22.212,4.28495,5.51456,0.450216,4395,1,0,0,1.543,0.122367,0.239788,0.420391,100.6297,33.43846
441,7.7543,50.2467,0.1326,16.0813,60.8603,24.9906,62.3111,8.267,0.03443246,0.5673,0.22618,0.38372,26.906,4.62086,5.19889,0.110008,3991,0,0,1,0.428936,0.142584,0.306553,0.330827,99.42085,35.43176
442,8.9221,43.9402,0.1326,16.0813,73.8252,29.0136,62.2108,8.207,0.04365878,0.6125,0.52915,0.42448,22.064,3.30612,6.30627,0.349945,4334,0,0,1,0.232464,0.23124,0.443051,0.191518,99.28877,36.06299
443,4.6367,25.4277,0.0828,24.0725,80.8063,30.0193,62.1104,5.861,0.08928127,2.9546,3.69651,4.03552,23.748,5.86757,6.59613,0.266627,4190,1,0,0,1.31871,0.173581,0.372187,0.265469,100.5924,33.5674
444,4.706,27.0552,0.093,24.0725,98.7577,28.0078,62.0101,6.01,0.0843668,2.6543,2.98667,2.59792,23.732,0,7.02554,0.158655,4207,1,0,0,1.33224,0.214382,0.319541,0.287316,100.4406,33.51125
445,5.5077,43.3299,0.102,21.0758,56.8711,25.9964,61.9097,7.887,0.01262385,1.2102,0.382,0.68418,25.374,2.03406,8.08404,0.0892053,3664,0,1,0,1.00842,0.0439372,0.170871,0.526727,101.829,35.54839
446,5.8838,31.9376,0.1224,20.0769,71.8306,32.0308,61.8094,8.047,0.01173031,0.7468,0.34669,0.47012,28.914,0.895886,4.35782,0.127369,3467,0,0,1,0.738095,0.0858077,0.215592,0.436347,99.74459,36.10242
447,5.1316,25.1226,0.1428,21.0758,75.8198,33.0365,61.7091,6.699,0.06139451,1.621,0.91596,1.38961,25.964,2.5868,3.70103,0.242136,4244,0,0,1,0.163115,0.272283,0.465913,0.151941,99.63221,36.05824
448,4.32,28.2758,0.102,22.0747,89.782,35.048,61.7091,6.46,0.05321758,2.1968,1.45286,3.18975,22.932,4.7115,4.96185,0.139096,3907,1,0,0,1.67143,0.109189,0.198762,0.453251,101.0415,33.46991
449,5.4879,25.2243,0.1224,26.0703,75.8198,39.0709,61.408,7.967,0.01285243,0.7396,0.73719,0.46082,0,5.81844,6.87623,0.492541,2660,0,1,0,0.567645,0.124603,0.243967,0.379567,101.9376,35.65297
450,3.1324,17.0869,0.093,31.0648,108.7307,37.0594,61.2074,6.42,0.07227284,3.0259,3.9707,3.31091,24.024,4.75907,4.96071,0.20722,3852,1,0,0,1.71629,0.0637559,0.207874,0.478288,100.5684,33.36171
451,8.2294,33.4634,0.1632,18.0791,64.8495,18.9562,61.107,8.267,0.02646333,0.8016,0.28319,0.8993,29.74,2.97588,4.81461,0.238673,3931,0,0,1,0.413328,0.134791,0.361093,0.280028,99.55528,35.7734
452,2.4594,15.6629,0.0726,18.0791,73.8252,24.9906,61.107,7.059,0.06730642,1.8638,1.87814,1.73677,20.714,1.89219,8.67423,0.125823,4482,1,0,0,1.3297,0.184638,0.376986,0.256595,100.4209,33.45692
453,7.7147,44.4488,0.1122,23.0736,77.8144,36.0537,60.9063,6.949,0.05635536,1.3299,0.53851,1.39829,24.818,3.57754,6.49909,0.164042,3687,0,1,0,0.856228,0.057674,0.2066,0.484353,101.8127,35.25437
454,7.0912,34.8874,0.3264,30.0659,104.7415,32.0308,60.9063,7.867,0.06778436,0.8767,1.49076,0.37243,27.234,2.31874,4.8741,0.36498,2827,0,1,0,0.506476,0.0875724,0.307275,0.347271,101.9715,35.34334
455,5.2702,29.3947,0.0828,18.0791,66.8441,27.0021,60.806,7.638,0.0646258,1.714,1.85251,0.82473,25.004,2.08955,5.91917,0.159869,3373,0,1,0,0.866294,0.0515569,0.186158,0.497143,101.903,35.29162
456,5.1514,29.3947,0.1326,32.0637,96.7631,38.0652,60.6053,7.408,0.04140415,1.832,1.10579,0.60137,14.124,3.63485,13.6558,0.146589,3896,0,1,0,0.966535,0.0658495,0.153995,0.521481,101.6548,35.39063
457,4.3596,28.581,0.1134,27.0692,81.8036,35.048,60.6053,6.46,0.06744149,2.9553,2.25022,3.00911,23.154,4.51414,8.02758,0.387317,4078,1,0,0,1.42302,0.117739,0.396086,0.27757,100.573,33.42142
458,7.2397,40.9904,0.1224,20.0769,75.8198,25.9964,60.4046,7.069,0.04111323,0.9297,1.03752,0.74085,26.06,2.23866,5.10739,0.237505,3591,0,1,0,0.683703,0.0776832,0.246772,0.412496,101.871,35.5579
459,3.5382,22.6814,0.1134,17.0802,77.8144,32.0308,60.4046,5.331,0.03824559,1.6436,4.628,1.49587,22.596,5.49675,6.49219,0.209033,4124,1,0,0,1.32707,0.158635,0.364237,0.279247,100.9771,33.43491
460,8.5461,29.9033,0.1224,25.0714,80.8063,37.0594,60.3043,8.057,0.03911835,0.8008,0.26269,0.54347,30.226,4.58717,6.96063,0.159869,3352,0,0,1,0.559012,0.0746221,0.268597,0.381929,99.85261,36.14225
461,7.5366,41.499,0.1236,25.0714,78.8117,39.0709,60.204,7.648,0.06158153,1.6779,1.95119,1.77926,27.914,5.49675,6.21461,0.0199973,3616,0,0,1,0.176073,0.247716,0.411109,0.186014,99.77752,35.96498
462,4.8842,25.6312,0.1644,26.0703,97.7604,44.0996,59.4012,6.979,0.10320387,2.6721,1.57567,1.24983,26.608,4.7115,7.27548,0.178093,4502,0,0,1,0.242347,0.241031,0.382271,0.236251,99.3776,36.09296
463,4.6565,30.3101,0.0624,17.0802,83.7982,31.025,59.4012,5.88,0.10167654,2.5091,2.42861,3.9139,23.196,5.72351,4.66344,0.186487,4054,1,0,0,1.36912,0.171777,0.300305,0.325564,100.994,33.41687
464,5.4871,42.6179,0.1032,21.0758,90.7793,28.0078,59.1002,6.33,0.10362986,2.3758,1.87814,2.42028,22.836,4.95643,4.57486,0.391074,4305,1,0,0,1.26183,0.280253,0.38272,0.221837,100.5468,33.51124
465,7.0219,36.5149,0.102,19.078,63.8522,30.0193,58.9999,8.147,0.02656723,1.1818,0.42652,0.52394,23.592,0.909581,5.16714,0.113527,4097,0,0,1,0.259793,0.197539,0.402996,0.233133,99.56715,35.5738
466,7.0912,48.5175,0.153,19.078,65.8468,31.025,58.7992,8.227,0.05292666,0.7407,0.63718,0.52181,26.566,3.05787,11.3401,0.236331,4283,0,0,1,0.388471,0.144426,0.338941,0.304403,99.46223,35.42866
467,4.4982,24.1054,0.1134,23.0736,85.7928,31.025,58.7992,6.24,0.05481764,2.2669,1.66382,2.32252,23.226,4.77806,5.2961,0.149216,3979,1,0,0,1.42402,0.130116,0.274585,0.355509,100.5066,33.44072
468,4.8941,27.7672,0.102,20.0769,61.8576,34.0422,58.6989,8.337,0.01498238,0.5849,0.17388,0.52771,25.686,4.7115,8.06043,0.0599282,3920,0,0,1,0.369993,0.156585,0.367087,0.274325,99.61482,35.6265
469,8.0809,47.2969,0.2766,25.0714,78.8117,29.0136,58.6989,7.837,0.15114333,1.5091,1.54035,1.50597,27.834,5.03319,4.14702,0.156816,3929,0,0,1,0.508034,0.12128,0.284116,0.363696,99.55734,35.71637
470,5.191,27.5638,0.102,22.0747,62.8549,37.0594,58.4982,8.007,0.0190137,0.7291,0.18168,0.52076,22.988,0.703813,4.27548,0.607544,2915,0,1,0,0.876773,0.0377797,0.201802,0.476695,101.997,35.59538
471,4.5972,21.0539,0.1326,22.0747,61.8576,36.0537,58.1972,8.257,0.0074808,0.8201,0.25544,0.60569,30.718,2.74156,6.19712,0.454379,3566,0,0,1,0.488749,0.104167,0.31149,0.333846,99.64724,36.165
472,4.2211,25.4277,0.1326,26.0703,85.7928,36.0537,58.1972,7.828,0.03682216,0.948,0.68358,1.55597,25.638,2.35575,12.5337,0.0565083,3481,0,1,0,0.614446,0.0376667,0.251648,0.435333,101.8181,35.17442
473,4.6071,34.7857,0.2652,19.078,68.8387,25.9964,57.7958,8.107,0.12793207,4.8646,0.7436,0.90574,19.384,4.33107,4.53096,0.10729,4530,0,0,1,0.362393,0.166551,0.316874,0.301935,99.3686,35.7583
474,2.9642,29.5981,0.1224,15.0824,68.8387,22.9791,57.4948,8.247,0.06716096,4.6908,0.78435,0.92811,23.538,5.35488,9.60912,0.197396,4327,0,0,1,0.252386,0.181215,0.445204,0.215341,99.4425,36.03045
475,5.666,26.5466,0.1224,16.0813,69.836,29.0136,57.0934,8.367,0.03015178,0.6608,0.21612,0.29374,31.582,1.5705,8.77956,0.0599282,3284,0,0,1,0.61966,0.0643704,0.250792,0.398526,99.82667,36.06213
476,4.3794,24.0037,0.1032,27.0692,96.7631,29.0136,57.0934,6.08,0.08716171,3.6204,2.64225,5.34958,21.938,1.22179,7.4435,0.229953,4509,1,0,0,1.30037,0.217024,0.3499,0.26367,100.5965,33.51347
477,5.864,34.8874,0.102,28.0681,83.7982,37.0594,56.7924,6.829,0.0628595,1.9636,1.52233,1.89849,25.648,2.43251,6.93772,0.182343,3496,0,1,0,1.10776,0.0434679,0.199149,0.485471,101.8768,35.2362
478,5.1514,46.2797,0.1644,29.067,93.7712,36.0537,56.7924,6.849,0.10006609,2.362,1.78891,1.2866,23.028,5.87718,12.368,0.0599282,3896,0,1,0,0.62125,0.103918,0.235582,0.411843,101.6358,35.27333
479,6.6454,44.5188,0.1632,14.0835,74.8225,21.9734,56.6921,7.798,0.06781553,0.7516,0.51633,1.03358,24.946,3.44186,3.49448,0.294797,4236,0,0,1,0.277518,0.182936,0.416815,0.225731,99.62423,35.91821
480,3.9143,24.5123,0.1134,25.0714,102.7469,31.025,56.5917,6.11,0.06813762,2.6957,3.11069,2.60926,25.664,3.22081,5.18977,0.464925,4225,1,0,0,1.52785,0.102243,0.248821,0.40578,100.6007,33.61624
481,3.7361,42.5162,0.3978,16.0813,74.8225,23.9849,56.2907,8.177,0.11727193,3.0761,0.63155,0.81629,23.136,0.110636,7.47698,0.0903075,4551,0,0,1,0.314908,0.174065,0.33111,0.286994,99.35084,35.80401
482,6.2698,37.6338,0.204,17.0802,83.7982,31.025,56.09,6.619,0.07154554,1.9162,0.71373,1.05938,25.306,5.775,11.1127,0.203074,3818,0,1,0,0.514058,0.123957,0.321273,0.32562,101.8633,35.52541
483,3.1423,24.0037,0.0714,16.0813,58.8657,22.9791,55.9897,7.009,0.0485213,1.1163,0.60784,1.13094,21.826,2.76057,6.23571,0.573713,4223,1,0,0,1.52236,0.117721,0.269539,0.374818,100.2527,33.5486
484,7.299,50.6535,0.1428,18.0791,73.8252,41.0824,55.8893,8.197,0.03731049,0.5723,0.37689,0.38019,22.082,4.78279,8.03891,0.27367,4179,0,0,1,0.205272,0.158431,0.522476,0.166118,99.59457,35.57191
485,6.7151,33.6668,0.153,17.0802,75.8198,33.0365,55.8893,8.007,0.06631937,1.4278,1.13234,1.10617,25.302,2.35575,5.17489,0.0565083,3475,0,1,0,1.20455,0.0244994,0.147706,0.57076,101.8111,35.20134
486,4.8743,27.7672,0.1224,20.0769,62.8549,30.0193,55.789,8.077,0.0333519,0.7323,0.46265,0.47401,30.632,3.18857,5.47154,0.20722,3600,0,0,1,0.385129,0.13447,0.349636,0.290723,99.6299,36.14251
487,4.1419,31.9376,0.1236,18.0791,76.8171,29.0136,55.6887,7.059,0.08503176,1.3652,1.80763,1.69447,23.336,5.88728,5.03595,0.254368,3916,1,0,0,1.52335,0.111807,0.268981,0.38392,100.2719,33.58791
488,3.0928,16.6801,0.093,24.0725,111.7226,30.0193,55.6887,6.11,0.08697469,2.6969,3.18058,2.6918,22.112,5.23947,3.98873,0.507207,4263,1,0,0,1.41005,0.167256,0.292742,0.330475,100.5045,33.49519
489,7.0714,26.5466,0.1122,20.0769,54.8765,32.0308,55.5883,8.197,0.01799548,0.558,0.21239,0.39969,34.438,0.628678,6.08934,0.265602,3442,0,0,1,0.178887,0.208872,0.532508,0.155969,99.62713,36.26804
490,6.0718,22.8848,0.1428,20.0769,68.8387,36.0537,55.488,9.036,0.07070395,0.8092,0.24199,0.39847,25.376,6.14013,4.95174,0.0705932,4327,0,0,1,0.170151,0.234866,0.491979,0.156757,99.31219,35.87992
491,6.5469,34.684,0.1122,24.0725,73.8252,39.0709,55.488,7.977,0.01372519,0.6784,0.4542,0.58724,26.042,0.674614,3.66467,0.250735,3108,0,1,0,0.93383,0.069154,0.203655,0.461257,102.0284,35.59075
492,5.7254,33.3617,0.204,29.067,99.755,45.1053,55.488,7.947,0.05667745,0.9328,0.60285,0.48231,23.344,5.17506,4.71674,0.0892053,3892,0,1,0,0.744387,0.0734266,0.206129,0.47112,101.6375,35.40368
493,5.4285,29.9033,0.1848,26.0703,90.7793,37.0594,55.488,7.518,0.10340128,1.1977,2.25389,1.42351,25.484,2.55311,7.57119,0.143234,3824,0,1,0,0.914963,0.0466576,0.168487,0.517976,101.6901,35.28795
494,5.4681,40.2784,0.1122,17.0802,59.863,33.0365,54.8859,8.247,0.02350218,0.7885,0.4287,0.41458,25.22,6.14013,4.44092,0.339837,3884,0,0,1,0.283385,0.138719,0.387786,0.260293,99.61855,35.69774
495,7.2693,34.0419,0.1032,18.0791,81.8036,30.0193,54.8859,8.027,0.02020855,0.5405,3.99509,0.51332,23.872,0.982608,6.03075,0.143234,3091,0,1,0,0.727712,0.0738777,0.260729,0.377816,101.9419,35.32149
496,5.7254,30.6153,0.1326,15.0824,55.8738,27.0021,54.6853,7.937,0.02014621,0.3558,0.23309,0.3115,27.272,4.09695,5.37646,0.39437,4189,0,0,1,0.448434,0.126355,0.311231,0.331559,99.5511,35.64952
497,4.5774,20.4436,0.102,21.0758,57.8684,32.0308,54.6853,6.989,0.02142418,0.6266,0.44026,0.73057,24.908,0.660918,7.49441,0.224201,2946,0,1,0,0.798953,0.0801195,0.254276,0.387413,102.0006,35.53902
498,6.725,37.1252,0.0828,16.0813,81.8036,25.9964,54.5849,6.07,0.08931244,2.0217,2.18988,2.21206,24.738,0.46356,0,0,4061,1,0,0,1.38517,0.136287,0.269384,0.371877,100.4806,33.52771
499,3.9736,22.0711,0.093,23.0736,94.7685,31.025,54.5849,6.01,0.09584775,2.7871,3.07315,2.6251,22.442,4.09137,5.26655,0.252559,4324,1,0,0,1.32308,0.171264,0.343187,0.27965,100.5257,33.54606
500,5.9135,36.2097,0.1122,19.078,63.8522,30.0193,54.4846,8.227,0.01391221,0.8722,0.14319,0.58385,27.936,2.03406,6.10304,0.0892053,3919,0,0,1,0.319756,0.160475,0.394924,0.253251,99.59662,35.61659
501,7.7444,66.0128,0.1836,22.0747,91.7766,30.0193,54.4846,7.009,0.10180122,1.5716,1.23889,1.89949,23.928,5.32459,5.97574,0.318884,4228,0,0,1,0.298826,0.199108,0.358409,0.261199,99.4855,35.75943
502,6.0718,31.7342,0.1224,21.0758,65.8468,32.0308,54.3842,8.486,0.02661918,0.6533,0.22387,0.3798,29.528,-0.01745,0,0,3726,0,0,1,0.25319,0.147849,0.443352,0.209469,99.60374,35.76057
503,3.3007,17.9007,0.093,26.0703,104.7415,29.0136,54.2839,6.08,0.05803854,2.7615,3.14278,2.63821,20.548,4.90886,3.89241,0.201201,4158,1,0,0,1.44473,0.158292,0.2757,0.359059,100.4887,33.51023
504,3.0928,24.1054,0.093,29.067,103.7442,30.0193,54.0832,6.529,0.08670455,2.8219,4.29589,3.12139,23.49,2.4057,10.8013,0.27597,4308,1,0,0,1.42189,0.104915,0.321346,0.327676,100.6536,33.45573
505,5.1316,15.7646,0.102,14.0835,68.8387,23.9849,53.9829,7.308,0.02754389,1.1173,1.03267,1.35588,20.842,-0.01745,0,0,3824,1,0,0,1.78299,0.0749919,0.212845,0.447187,100.2702,33.60332
506,6.5271,50.3484,0.102,15.0824,68.8387,28.0078,53.7822,6.669,0.05239677,2.6858,0.60285,1.21138,24.278,2.03406,4.71674,0.177013,4396,0,0,1,0.111317,0.238732,0.56894,0.123417,99.6163,36.05666
507,2.4,15.4595,0.093,21.0758,79.809,27.0021,53.5815,7.328,0.07561842,2.0418,1.83168,1.82081,24.65,1.37314,8.913,0.387317,4256,1,0,0,1.25467,0.157556,0.405516,0.242146,100.4447,33.44036
508,5.2207,44.9574,0.297,37.0582,82.8009,27.0021,53.3808,6.5,0.18334194,5.9652,2.31852,2.64695,28.806,0.244932,5.20347,0.318611,4274,0,0,1,0.299136,0.193386,0.373543,0.254995,99.52747,35.69546
509,4.132,25.4277,0.1236,23.0736,78.8117,32.0308,53.3808,6.609,0.08251738,2.1058,2.80544,2.98973,22.394,0.587892,4.93213,0.143234,3946,1,0,0,1.38914,0.14158,0.296565,0.342079,100.2912,33.56839
510,3.3798,16.9852,0.1032,25.0714,93.7712,29.0136,53.1802,5.99,0.08077186,2.4961,2.79269,2.53056,23.038,3.89056,5.30778,0.377254,4471,1,0,0,1.42717,0.160194,0.277211,0.338915,100.5221,33.52518
511,3.6866,29.0895,0.1236,21.0758,94.7685,25.9964,52.9795,6.709,0.14031695,2.804,6.26005,2.64914,22.986,0,4.54063,0.309703,4333,1,0,0,1.36283,0.214039,0.298307,0.306945,100.5534,33.49268
512,5.6858,24.614,0.0918,21.0758,63.8522,24.9906,52.8791,8.377,0.03446363,0.6195,0.21612,0.31633,28.716,1.24881,7.54822,0.0316122,3389,0,0,1,0.409033,0.122064,0.353784,0.289469,99.88526,36.11437
513,5.1514,31.8359,0.1836,31.0648,81.8036,41.0824,52.7788,7.997,0.06076072,4.7323,0.78787,1.01282,24.478,5.49675,5.71388,0.0986734,3216,0,1,0,1.23645,0.0508245,0.140584,0.532918,101.9266,35.3064
514,5.5968,34.0737,0.1326,24.0725,78.8117,36.0537,52.7788,8.147,0.04281719,0.8209,0.82849,0.71859,23.92,3.06424,5.033,0.129653,3524,0,1,0,1.07792,0.0437788,0.163231,0.530543,101.7921,35.22062
515,5.5572,25.1226,0.102,34.0615,66.8441,34.0422,52.5781,8.117,0.01388104,0.5939,0.31642,0.52663,26.322,6.00375,5.32807,0.283368,2730,0,1,0,0.74277,0.0580767,0.186818,0.508921,102.0167,35.48631
516,1.7567,12.408,0.1032,18.0791,77.8144,33.0365,52.5781,7.298,0.05774762,1.8144,1.8392,1.62639,24.25,1.32557,6.26434,0.242517,4163,1,0,0,1.31061,0.158678,0.378889,0.259328,100.4837,33.44317
517,3.7163,16.9852,0.093,29.067,104.7415,33.0365,52.2771,6.649,0.07205465,2.6917,4.15094,3.17855,24.236,3.18444,4.46446,0.226275,4241,1,0,0,1.53876,0.123855,0.240429,0.404992,100.6574,33.43731
518,5.1514,28.6827,0.0714,18.0791,70.8333,28.0078,52.1768,7.428,0.05840219,2.2603,1.31248,1.56556,23.518,1.0458,4.51193,0.216116,4153,1,0,0,1.40772,0.136128,0.319199,0.333042,100.464,33.54814
519,5.9926,31.7342,0.1326,16.0813,60.8603,32.0308,51.9761,8.796,0.02010465,1.4307,0.2933,0.8771,32.838,5.25182,5.14458,0.0582436,3442,0,0,1,0.356683,0.12127,0.38152,0.26858,99.57197,36.242
520,3.2215,21.0539,0.1428,24.0725,66.8441,39.0709,51.9761,8.756,0.11644073,4.9213,1.42606,0.97702,30.246,0.982608,4.93213,0.0719864,4161,0,0,1,0.265731,0.200409,0.454213,0.187454,99.33769,35.98526
521,5.7749,48.0089,0.1224,20.0769,80.8063,34.0422,51.8757,6.22,0.06176855,1.2149,0.63091,1.44101,24.42,2.11082,9.12737,0.173176,3945,0,1,0,0.675664,0.0903436,0.255682,0.403084,101.6785,35.24327
522,2.8751,14.9509,0.1326,26.0703,81.8036,32.0308,51.4744,8.167,0.03960668,1.0569,0.66484,1.0442,23.05,2.92698,5.54093,0.231165,3923,1,0,0,1.43766,0.119449,0.303574,0.331638,100.2544,33.6441
523,2.8256,14.3406,0.1134,23.0736,104.7415,28.0078,51.374,6.579,0.08118746,2.7547,3.2051,2.73402,24.354,1.30755,4.86743,0.493984,4176,1,0,0,1.37686,0.128013,0.368349,0.282799,100.4418,33.47519
524,4.7951,30.1067,0.102,17.0802,57.8684,30.0193,51.073,8.237,0.02476976,0.5575,0.17496,0.44061,25.774,4.60086,7.59477,0.0903075,3965,0,0,1,0.421073,0.139753,0.330646,0.310205,99.6134,35.66753
525,4.4388,20.2402,0.0918,29.067,84.7955,33.0365,50.9727,8.656,0.0127797,0.595,0.18094,0.79453,30.75,5.16014,2.81452,0.539929,2622,0,1,0,0.266797,0.146898,0.460826,0.246784,102.0076,35.64412
526,3.7559,22.4779,0.1734,20.0769,69.836,33.0365,50.9727,8.546,0.11608747,0.4956,0.50416,0.2103,24.658,3.65535,8.83214,0.258295,4450,0,0,1,0.155533,0.21028,0.554297,0.141129,99.32334,35.83107
527,4.419,31.5308,0.1224,17.0802,114.7145,14.9333,50.772,7.149,0.06108281,2.1504,0.60377,0.80638,22.14,0.574196,8.87641,0.199783,4407,0,0,1,0.289996,0.196255,0.367712,0.254299,99.46669,35.57516
528,3.9835,43.2282,0.1938,21.0758,77.8144,39.0709,50.3706,8.726,0.14849388,1.2404,0.92224,0.43388,22.166,2.2561,6.73853,0.141181,4612,0,0,1,0.250406,0.225876,0.391434,0.231803,99.24432,36.09436
529,6.6458,48.3141,0.102,14.0835,63.8522,25.9964,50.17,7.748,0.04631862,0.9912,0.30875,0.64397,25.342,1.5705,6.03229,0.119429,4112,0,0,1,0.275101,0.167694,0.408875,0.242712,99.61852,35.51978
530,5.0029,50.0432,0.1326,18.0791,71.8306,27.0021,49.8689,8.247,0.04767971,1.1477,0.31385,0.42232,19.526,2.98443,3.951,0.190033,4706,0,0,1,0.291322,0.18361,0.389994,0.227335,99.40402,35.69733
531,5.9827,26.9535,0.102,21.0758,62.8549,31.025,49.3672,8.397,0.0171435,0.6368,0.15358,0.43834,28.418,5.96031,5.75646,0.0316122,3757,0,0,1,0.342085,0.140329,0.394222,0.244521,99.59723,35.74575
532,6.0619,40.1767,0.1326,22.0747,67.8414,28.0078,49.3672,8.816,0.0341831,0.8397,0.29601,0.35856,25.328,4.36279,7.22035,0.229953,4413,0,0,1,0.203924,0.194311,0.44865,0.208271,99.44237,35.64713
533,5.7844,33.972,0.204,18.0791,91.7766,35.048,49.3672,8.287,0.05176298,1.0734,0.79738,0.35456,24.238,1.98493,3.60039,0.266627,4686,0,0,1,0.23773,0.180491,0.438203,0.220447,99.15241,35.9424
534,3.6767,48.5175,0.1224,23.0736,79.809,39.0709,48.6649,8.496,0.02889459,0.9851,0.31707,0.5614,26.83,0.540318,9.86307,0.0582436,4403,0,0,1,0.177151,0.226589,0.500009,0.159411,99.18152,35.99307
535,6.8834,41.3973,0.1632,21.0758,80.8063,27.0021,48.1632,8.027,0.05202273,1.2417,0.55796,0.91319,24.592,0.501509,4.7286,0.339837,4180,0,0,1,0.241844,0.143332,0.460775,0.201893,99.60231,35.95356
536,3.1522,27.8689,0.1122,22.0747,82.8009,31.025,48.0628,6.909,0.03198042,1.1854,0.45838,0.92811,24.13,5.76295,4.12741,0.159869,3900,0,1,0,0.51166,0.0984355,0.291529,0.364931,101.7354,35.47421
537,5.2108,25.9363,0.1134,19.078,81.8036,35.048,47.7618,5.93,0.08760848,2.281,2.02556,2.68868,22.904,1.10694,3.61813,0.262153,3968,1,0,0,1.48274,0.119207,0.273436,0.376923,101.0232,33.45696
538,4.1023,33.0565,0.1224,23.0736,75.8198,33.0365,47.6615,8.526,0.09915177,2.606,0.48894,0.88338,28.892,2.15839,6.03075,0.143234,4442,0,0,1,0.566562,0.120631,0.247709,0.40275,99.42226,35.7727
539,3.2809,25.5294,0.1542,28.0681,104.7415,31.025,47.6615,6.669,0.11776026,3.7455,6.15744,3.18876,22.352,5.40611,5.66325,0.302803,4275,1,0,0,1.35742,0.169283,0.345928,0.290698,100.4418,33.57063
540,3.6866,50.5518,0.1224,19.078,59.863,35.048,47.5611,8.776,0.02681659,2.5913,0.52271,0.84383,28.64,0.46356,5.40989,0.0446916,4175,0,0,1,0.199143,0.178087,0.495661,0.191619,99.24248,35.93765
541,4.7654,42.5162,0.1122,21.0758,77.8144,35.048,47.5611,6.36,0.0489369,1.3258,0.5591,1.88591,25.852,0.713956,8.83223,0.195947,3820,0,1,0,0.677659,0.0696379,0.216002,0.449455,101.702,35.2244
542,3.2116,23.4951,0.0624,22.0747,79.809,24.9906,47.5611,7.029,0.07758213,4.2995,2.25446,3.67879,21.832,0.291402,6.17152,0.205848,4063,1,0,0,1.3641,0.159016,0.307325,0.30414,100.4829,33.48179
543,3.1918,26.2415,0.1236,16.0813,71.8306,20.9677,47.1598,6.769,0.07787305,3.0275,3.92711,2.82481,23.636,3.21776,5.898,0.480728,4022,1,0,0,1.68008,0.0862972,0.19343,0.478029,100.5047,33.38668
544,3.9143,24.1054,0.0828,17.0802,70.8333,27.0021,46.9591,6.17,0.08349404,2.5449,1.94337,3.30104,23.968,2.44639,8.55362,0.154953,4478,1,0,0,1.50766,0.142313,0.248337,0.38766,100.7607,33.39616
545,4.7654,31.9376,0.153,18.0791,70.8333,35.048,46.6581,8.017,0.02785559,0.7909,0.56313,0.39338,32.83,5.78216,1.99808,0.93535,2869,0,1,0,0.665562,0.0522928,0.247791,0.43404,102.089,35.66299
546,6.9329,35.4977,0.1122,27.0692,70.8333,28.0078,46.6581,6.879,0.01367324,0.7665,0.60316,0.48555,26.028,2.81931,10.2444,0.0582436,2876,0,1,0,0.826,0.0574955,0.189023,0.489982,101.9249,35.3468
547,7.4673,52.5862,0.2244,21.0758,75.8198,31.025,46.4574,6.529,0.09334376,1.9623,1.18574,0.75651,25.734,2.00704,5.89295,0.164042,3350,0,1,0,0.207177,0.0887593,0.657482,0.141644,101.9439,35.44243
548,4.1122,31.5308,0.1338,25.0714,74.8225,31.025,46.2567,6.669,0.09935957,3.6317,5.49767,2.96598,23.148,1.23127,4.93213,0.346047,4070,1,0,0,1.40526,0.119576,0.312154,0.338305,100.5066,33.40467
549,6.1708,22.7831,0.102,16.0813,64.8495,33.0365,46.056,8.157,0.01375636,0.5276,0.1517,0.4663,23.752,4.55888,3.63796,0.257231,3500,0,1,0,0.704082,0.0764294,0.21554,0.441899,101.7988,35.61709
550,3.8054,35.9046,0.1224,30.0659,96.7631,32.0308,45.8553,7.438,0.03938849,1.0697,1.53672,1.38856,23.758,4.13161,4.05503,0.333731,4415,1,0,0,1.30618,0.191011,0.307463,0.295821,100.2714,33.67129
551,5.1019,30.717,0.1326,22.0747,73.8252,36.0537,45.755,7.927,0.03651046,0.7102,0.66689,0.58566,23.29,-0.01745,0,0,3598,0,1,0,0.91592,0.057293,0.196827,0.488281,101.7889,35.23779
552,5.9135,34.684,0.1542,24.0725,84.7955,37.0594,45.755,6.799,0.1020298,2.0784,1.97011,2.29645,25.602,2.89607,5.04932,0.523512,3869,0,1,0,0.184264,0.253745,0.465264,0.170849,101.8445,35.26616
553,3.36,22.9865,0.1542,26.0703,114.7145,30.0193,45.6547,6.36,0.11897589,3.7844,7.32717,3.68701,24.724,4.11826,4.56854,0.478458,4297,1,0,0,1.53668,0.13029,0.264599,0.371105,100.488,33.38533
